ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
BTCUSDT,100000,32095.78003100008854080442686,0.7916666666666666,985.7827674473702609607004742,-536.3965131999981375702191145,1.837787426257590526989902277,1.246581712453925728847774649,-998.0276669999939986155368392,-2751.34660099999272788409144,-0.1099889931829551933801619362,11.66548046666846441915462236,3.707639490784493920226444014
