ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
2330,100000,12823.50000000000500222085975,0.6875,625.2272727272726923915384264,-734.3249999999996731503415505,0.8514312773326156275239990682,0.272859003166173243922749359,-4732,-4732.00000000000000000000000,-0.2710427585416844885977752578,2.709953508030432164459184224,1.489550048500436952239357990
