ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
BTCUSDT,100000,430315.93085799966,0.6546961325966851,2614.798251759493,-1515.1300384720012,1.7257913085773813,0.7845650279912691,-16585.968415000018,-18508.80266000008,-0.0448115733923018,23.249258137478993,6.890581605366269,362,237,4.303159308579996
