ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
BNBUSDT,100000,347100.64975955006,0.7168141592920354,3106.6080339393825,-2440.153933416092,1.2731196960145414,0.6294043838688306,-20958.0262848,-27214.22465,-0.0824495924343002,12.754383203033864,6.067728427406691,226,162,3.4710064975955004
