ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
2317,100000,14854.69999999998903206233081,0.5714285714285714,644.2805555555550011743232769,-308.866666666666333711603969,2.085950428088352133721386289,0.763400244621915407095271648,-1333.499999999987366550158185,-3473.299999999990987475939619,-1.711153808256987705332521328,4.276826073186890731310343901,2.720099847791254483696966263
