ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
MSFT.US,100000,52118.27470000003322070369904,0.7011494252873564,1101.377731147541264836483427,-579.4525730769224590123765385,1.900721098362148655182107082,1.033838931035529609393412765,-2970.650000000002108890839735,-2970.65000000000210889083974,-0.1006852043945406501308027679,17.54440095601972505057049271,4.869550434661713823515001229
