ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
BTCUSDT,100000,32095.78003100009,0.7916666666666666,985.7827674473702,-536.396513199998,1.8377874262575904,1.2465817124539256,-998.027666999994,-2751.346600999993,-0.1099889931829551,11.665480466668464,3.707639490784493,48,38,0.3209578003100009
