ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
2454,100000,22705.99999999994736299413489,0.7439024390243902,923.9999999999992526488208792,-1602.761904761905097551616130,0.5765048428308271508135499045,0.172765797715615310969728709,-11092,-12357.00000000000000000000000,-1.005206214919060622128251367,1.837501011572383860402535801,1.199635765826635315597525560
