ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
MSFT.US,100000,18236.4492,0.6862745098039216,785.1659599999997,-577.7724624999994,1.3589535863350368,0.61888971611228,-1771.9000000000049,-3758.1948999999777,-0.2523016887539916,4.852449030783397,2.562015768379208,51,35,0.182364492
