ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
ETHUSDT,100000,35227.62693600001,0.7307692307692307,2297.57449731579,-1203.7555018571427,1.908672063198144,1.125568046183259,-4371.650913000007,-5019.767963000008,-0.1297141307830782,7.017779944343604,2.0736719028749464,26,19,0.35227626936000006
