ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
JPM.US,100000,68703.60930000001,0.734375,1230.7594787234048,-1381.9935794117655,0.8905681596923682,0.3883859922740829,-8564.079999999994,-8899.102399999972,-0.1155693038199138,7.720285284052943,3.395698578565052,128,94,0.6870360930000001
