ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
2412,100000,20019.500000000073,0.7093023255813954,348.53278688524694,-49.63999999999972,7.021208438461904,4.689461799374142,-736.499999999993,-736.499999999993,-0.1119896601535753,27.181941615750524,8.979283101535689,86,61,0.20019500000000073
