ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
NFLX.US,100000,36901.89449999994,0.7407407407407407,936.7449966666657,-919.1812047619044,1.0191080842534317,0.4956356179655048,-9151.999999999993,-11687.259000000004,-0.3248355761666908,3.157446455152566,2.6921473623651906,81,60,0.3690189449999994
