ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
JPM.US,100000,21209.29520000002,0.734375,750.8557319148941,-828.2896588235293,0.9065134689492328,0.4000958287595928,-4286.4249999999965,-4286.4249999999965,-0.5970998257215298,4.948015000845701,2.6507129129200258,64,47,0.2120929520000002
