ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
ETHUSDT,100000,66909.33725499986,0.7769784172661871,1354.2164350925912,-2559.5496043548383,0.5290838797531082,0.1880651727578108,-12878.662900999992,-17706.363508000013,-0.2436905410369015,3.778829979671952,2.2615587227880365,139,108,0.6690933725499986
