ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
2382,100000,31557.79999999992,0.6935483870967742,1045.7627906976727,-705.7894736842111,1.4816922463277975,0.7211736547112146,-2213.9999999999964,-3162.800000000014,-0.1496234341293578,9.977804477045584,3.263007404513006,62,43,0.3155779999999992
