ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
JPM.US,100000,21209.29520000002113988557539,0.734375,750.8557319148940090347791066,-828.2896588235292520440613288,0.9065134689492327936118574718,0.400095828759592832808707831,-4286.424999999997211830304877,-4286.424999999997211830304877,-0.5970998257215297948902896529,4.948015000845701239562351321,2.650712912920025756761807844
