ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn
JPM.US,100000,68703.60930000002245776613563,0.734375,1230.759478723404798563236948,-1381.993579411765547269945219,0.8905681596923682327082078100,0.388385992274082920895090110,-8564.079999999992821813066256,-8899.10239999997313020685396,-0.1155693038199138963231537421,7.720285284052943350807464194,3.395698578565051971367087574
