ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
2382,100000,12394.899999999983,0.7222222222222222,667.1615384615372,-495.12999999999874,1.3474472127755115,0.6953785425600916,-1678.999999999998,-1678.999999999998,-0.6443813325145887,7.382310899344846,2.8607142213702264,36,26,0.12394899999999984
