ticker,initial_balance,total_profits,win_rate,avg_positive,avg_negative,odds,expected_value,max_loss,mdd,mdd_percentage,mar,sqn,total_trading,win_trading,total_return_rate
2412,100000,13650.50000000006,0.8392857142857143,310.84042553191614,-106.55555555555556,2.9171677057218406,2.287622895873688,-714.0,-714.0,-0.0625684616395737,19.118347338935656,7.738692054820253,56,47,0.1365050000000006
